"GEO_ID","NAME","S1101_C01_001E","S1101_C01_001M","S1101_C01_002E","S1101_C01_002M","S1101_C01_003E","S1101_C01_003M","S1101_C01_004E","S1101_C01_004M","S1101_C01_005E","S1101_C01_005M","S1101_C01_006E","S1101_C01_006M","S1101_C01_007E","S1101_C01_007M","S1101_C01_008E","S1101_C01_008M","S1101_C01_009E","S1101_C01_009M","S1101_C01_010E","S1101_C01_010M","S1101_C01_011E","S1101_C01_011M","S1101_C01_012E","S1101_C01_012M","S1101_C01_013E","S1101_C01_013M","S1101_C01_014E","S1101_C01_014M","S1101_C01_015E","S1101_C01_015M","S1101_C01_016E","S1101_C01_016M","S1101_C01_017E","S1101_C01_017M","S1101_C01_018E","S1101_C01_018M","S1101_C02_001E","S1101_C02_001M","S1101_C02_002E","S1101_C02_002M","S1101_C02_003E","S1101_C02_003M","S1101_C02_004E","S1101_C02_004M","S1101_C02_005E","S1101_C02_005M","S1101_C02_006E","S1101_C02_006M","S1101_C02_007E","S1101_C02_007M","S1101_C02_008E","S1101_C02_008M","S1101_C02_009E","S1101_C02_009M","S1101_C02_010E","S1101_C02_010M","S1101_C02_011E","S1101_C02_011M","S1101_C02_012E","S1101_C02_012M","S1101_C02_013E","S1101_C02_013M","S1101_C02_014E","S1101_C02_014M","S1101_C02_015E","S1101_C02_015M","S1101_C02_016E","S1101_C02_016M","S1101_C02_017E","S1101_C02_017M","S1101_C02_018E","S1101_C02_018M","S1101_C03_001E","S1101_C03_001M","S1101_C03_002E","S1101_C03_002M","S1101_C03_003E","S1101_C03_003M","S1101_C03_004E","S1101_C03_004M","S1101_C03_005E","S1101_C03_005M","S1101_C03_006E","S1101_C03_006M","S1101_C03_007E","S1101_C03_007M","S1101_C03_008E","S1101_C03_008M","S1101_C03_009E","S1101_C03_009M","S1101_C03_010E","S1101_C03_010M","S1101_C03_011E","S1101_C03_011M","S1101_C03_012E","S1101_C03_012M","S1101_C03_013E","S1101_C03_013M","S1101_C03_014E","S1101_C03_014M","S1101_C03_015E","S1101_C03_015M","S1101_C03_016E","S1101_C03_016M","S1101_C03_017E","S1101_C03_017M","S1101_C03_018E","S1101_C03_018M","S1101_C04_001E","S1101_C04_001M","S1101_C04_002E","S1101_C04_002M","S1101_C04_003E","S1101_C04_003M","S1101_C04_004E","S1101_C04_004M","S1101_C04_005E","S1101_C04_005M","S1101_C04_006E","S1101_C04_006M","S1101_C04_007E","S1101_C04_007M","S1101_C04_008E","S1101_C04_008M","S1101_C04_009E","S1101_C04_009M","S1101_C04_010E","S1101_C04_010M","S1101_C04_011E","S1101_C04_011M","S1101_C04_012E","S1101_C04_012M","S1101_C04_013E","S1101_C04_013M","S1101_C04_014E","S1101_C04_014M","S1101_C04_015E","S1101_C04_015M","S1101_C04_016E","S1101_C04_016M","S1101_C04_017E","S1101_C04_017M","S1101_C04_018E","S1101_C04_018M","S1101_C05_001E","S1101_C05_001M","S1101_C05_002E","S1101_C05_002M","S1101_C05_003E","S1101_C05_003M","S1101_C05_004E","S1101_C05_004M","S1101_C05_005E","S1101_C05_005M","S1101_C05_006E","S1101_C05_006M","S1101_C05_007E","S1101_C05_007M","S1101_C05_008E","S1101_C05_008M","S1101_C05_009E","S1101_C05_009M","S1101_C05_010E","S1101_C05_010M","S1101_C05_011E","S1101_C05_011M","S1101_C05_012E","S1101_C05_012M","S1101_C05_013E","S1101_C05_013M","S1101_C05_014E","S1101_C05_014M","S1101_C05_015E","S1101_C05_015M","S1101_C05_016E","S1101_C05_016M","S1101_C05_017E","S1101_C05_017M","S1101_C05_018E","S1101_C05_018M"
"id","Geographic Area Name","Estimate!!Total!!HOUSEHOLDS!!Total households","Margin of Error!!Total!!HOUSEHOLDS!!Total households","Estimate!!Total!!HOUSEHOLDS!!Average household size","Margin of Error!!Total!!HOUSEHOLDS!!Average household size","Estimate!!Total!!FAMILIES!!Total families","Margin of Error!!Total!!FAMILIES!!Total families","Estimate!!Total!!FAMILIES!!Average family size","Margin of Error!!Total!!FAMILIES!!Average family size","Estimate!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Margin of Error!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Estimate!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Margin of Error!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Estimate!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Margin of Error!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Estimate!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Margin of Error!!Total!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Estimate!!Total!!Total households","Margin of Error!!Total!!Total households","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Estimate!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Margin of Error!!Total!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Estimate!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Margin of Error!!Total!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Estimate!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Margin of Error!!Total!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Estimate!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Margin of Error!!Total!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Estimate!!Married-couple family household!!HOUSEHOLDS!!Total households","Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Total households","Estimate!!Married-couple family household!!HOUSEHOLDS!!Average household size","Margin of Error!!Married-couple family household!!HOUSEHOLDS!!Average household size","Estimate!!Married-couple family household!!FAMILIES!!Total families","Margin of Error!!Married-couple family household!!FAMILIES!!Total families","Estimate!!Married-couple family household!!FAMILIES!!Average family size","Margin of Error!!Married-couple family household!!FAMILIES!!Average family size","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Estimate!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Margin of Error!!Married-couple family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Estimate!!Married-couple family household!!Total households","Margin of Error!!Married-couple family household!!Total households","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Estimate!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Margin of Error!!Married-couple family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Estimate!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Margin of Error!!Married-couple family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Estimate!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Margin of Error!!Married-couple family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households","Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Total households","Estimate!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size","Margin of Error!!Male householder, no spouse present, family household!!HOUSEHOLDS!!Average household size","Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Total families","Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Total families","Estimate!!Male householder, no spouse present, family household!!FAMILIES!!Average family size","Margin of Error!!Male householder, no spouse present, family household!!FAMILIES!!Average family size","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Estimate!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Margin of Error!!Male householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Estimate!!Male householder, no spouse present, family household!!Total households","Margin of Error!!Male householder, no spouse present, family household!!Total households","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Estimate!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Margin of Error!!Male householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Estimate!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Margin of Error!!Male householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Estimate!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Estimate!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Margin of Error!!Male householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Estimate!!Female householder, no spouse present, family household!!HOUSEHOLDS!!Total households","Margin of Error!!Female householder, no spouse present, family household!!HOUSEHOLDS!!Total households","Estimate!!Female householder, no spouse present, family household!!HOUSEHOLDS!!Average household size","Margin of Error!!Female householder, no spouse present, family household!!HOUSEHOLDS!!Average household size","Estimate!!Female householder, no spouse present, family household!!FAMILIES!!Total families","Margin of Error!!Female householder, no spouse present, family household!!FAMILIES!!Total families","Estimate!!Female householder, no spouse present, family household!!FAMILIES!!Average family size","Margin of Error!!Female householder, no spouse present, family household!!FAMILIES!!Average family size","Estimate!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Margin of Error!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Estimate!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Margin of Error!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Estimate!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Margin of Error!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Estimate!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Margin of Error!!Female householder, no spouse present, family household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Estimate!!Female householder, no spouse present, family household!!Total households","Margin of Error!!Female householder, no spouse present, family household!!Total households","Estimate!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Margin of Error!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Estimate!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Margin of Error!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Estimate!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Margin of Error!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Estimate!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Margin of Error!!Female householder, no spouse present, family household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Estimate!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Margin of Error!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Estimate!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Margin of Error!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Estimate!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Margin of Error!!Female householder, no spouse present, family household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Estimate!!Female householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Margin of Error!!Female householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Estimate!!Female householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Margin of Error!!Female householder, no spouse present, family household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Estimate!!Nonfamily household!!HOUSEHOLDS!!Total households","Margin of Error!!Nonfamily household!!HOUSEHOLDS!!Total households","Estimate!!Nonfamily household!!HOUSEHOLDS!!Average household size","Margin of Error!!Nonfamily household!!HOUSEHOLDS!!Average household size","Estimate!!Nonfamily household!!FAMILIES!!Total families","Margin of Error!!Nonfamily household!!FAMILIES!!Total families","Estimate!!Nonfamily household!!FAMILIES!!Average family size","Margin of Error!!Nonfamily household!!FAMILIES!!Average family size","Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Margin of Error!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years","Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Margin of Error!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only","Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Margin of Error!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years","Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Margin of Error!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only","Estimate!!Nonfamily household!!Total households","Margin of Error!!Nonfamily household!!Total households","Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Margin of Error!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people under 18 years","Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Margin of Error!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Households with one or more people 60 years and over","Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Margin of Error!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone","Estimate!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Margin of Error!!Nonfamily household!!Total households!!SELECTED HOUSEHOLDS BY TYPE!!Householder living alone!!65 years and over","Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Margin of Error!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!1-unit structures","Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Margin of Error!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!2-or-more-unit structures","Estimate!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Margin of Error!!Nonfamily household!!Total households!!UNITS IN STRUCTURE!!Mobile homes and all other types of units","Estimate!!Nonfamily household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Margin of Error!!Nonfamily household!!Total households!!HOUSING TENURE!!Owner-occupied housing units","Estimate!!Nonfamily household!!Total households!!HOUSING TENURE!!Renter-occupied housing units","Margin of Error!!Nonfamily household!!Total households!!HOUSING TENURE!!Renter-occupied housing units"
"0400000US01","Alabama","1897576","10370","2.52","0.01","1237883","13274","3.15","0.03","461753","10124","21.0","1.2","20.7","1.3","58.3","1.4","1897576","10370","28.5","0.6","42.6","0.3","29.8","0.6","11.9","0.3","72.2","0.6","15.5","0.4","12.3","0.4","68.8","0.5","31.2","0.5","892050","13184","3.14","0.02","892050","13184","3.12","0.02","298328","8176","20.4","1.4","21.3","1.5","58.2","1.7","892050","13184","37.5","0.9","42.9","0.6","(X)","(X)","(X)","(X)","84.4","0.7","4.6","0.5","11.0","0.5","84.6","0.7","15.4","0.7","80004","4406","3.41","0.10","80004","4406","3.04","0.10","36033","3672","29.8","5.1","13.5","3.8","56.7","5.1","80004","4406","55.1","3.5","36.0","3.0","(X)","(X)","(X)","(X)","67.5","3.1","14.9","2.5","17.5","2.1","59.1","3.3","40.9","3.3","265829","7447","3.46","0.07","265829","7447","3.30","0.07","127392","6665","19.9","2.6","21.1","2.5","59.0","3.0","265829","7447","59.8","1.7","32.3","1.4","(X)","(X)","(X)","(X)","63.8","1.7","20.6","1.3","15.7","1.4","51.7","1.6","48.3","1.6","659693","12631","1.20","0.01","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","659693","12631","0.7","0.2","47.1","0.9","85.8","0.7","34.3","0.9","59.7","1.2","28.3","1.0","12.0","0.7","55.4","1.1","44.6","1.1"
"0400000US02","Alaska","252199","3658","2.79","0.04","163134","4057","3.43","0.06","72677","3624","22.6","2.3","25.4","3.0","52.0","3.1","252199","3658","33.0","1.4","36.1","1.1","27.4","1.2","8.8","0.8","70.0","1.4","25.8","1.3","4.1","0.6","64.7","1.1","35.3","1.1","124608","3699","3.50","0.06","124608","3699","3.43","0.06","51781","3197","23.5","2.7","27.8","3.6","48.7","3.6","124608","3699","44.9","2.1","35.7","1.8","(X)","(X)","(X)","(X)","84.7","1.5","12.2","1.5","3.1","0.9","79.8","1.4","20.2","1.4","12733","1751","4.01","0.32","12733","1751","3.51","0.25","7009","1303","18.1","5.9","15.6","6.4","66.4","8.4","12733","1751","65.0","5.3","28.0","6.1","(X)","(X)","(X)","(X)","73.3","6.6","20.8","6.2","5.9","2.5","54.8","6.8","45.2","6.8","25793","2382","3.66","0.25","25793","2382","3.40","0.21","13887","2009","21.5","5.3","21.5","6.2","57.0","5.7","25793","2382","67.3","5.9","28.2","4.8","(X)","(X)","(X)","(X)","54.2","5.4","42.0","5.5","3.9","1.7","46.4","5.6","53.6","5.6","89065","3194","1.39","0.05","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","89065","3194","1.7","1.2","40.0","2.5","77.6","2.1","25.0","2.0","53.6","2.7","41.0","2.5","5.4","1.1","50.4","2.5","49.6","2.5"
"0400000US04","Arizona","2670441","12014","2.67","0.01","1740704","16286","3.27","0.02","680442","11253","18.9","0.9","23.4","1.0","57.7","1.3","2670441","12014","29.4","0.4","43.5","0.3","27.3","0.4","11.6","0.3","69.9","0.4","21.0","0.4","9.1","0.3","65.3","0.5","34.7","0.5","1272331","14723","3.28","0.02","1272331","14723","3.24","0.02","453075","10176","19.0","1.0","24.6","1.3","56.4","1.5","1272331","14723","39.0","0.6","45.8","0.5","(X)","(X)","(X)","(X)","83.8","0.6","8.3","0.5","7.9","0.4","79.9","0.7","20.1","0.7","148008","6494","3.60","0.09","148008","6494","3.17","0.08","70884","5167","22.4","3.2","15.5","2.5","62.1","3.9","148008","6494","58.2","2.5","27.0","2.1","(X)","(X)","(X)","(X)","67.0","2.5","23.0","2.2","10.0","1.5","54.3","2.7","45.7","2.7","320365","9368","3.72","0.07","320365","9368","3.45","0.07","156483","6885","17.2","1.8","23.4","2.2","59.4","2.7","320365","9368","60.5","1.5","31.1","1.5","(X)","(X)","(X)","(X)","63.1","1.5","26.6","1.5","10.3","1.0","49.2","1.7","50.8","1.7","929737","14485","1.32","0.01","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","929737","14485","0.9","0.2","47.3","0.8","78.4","0.9","33.4","0.8","53.8","0.9","36.0","0.9","10.2","0.5","52.5","0.9","47.5","0.9"
"0400000US05","Arkansas","1163647","8530","2.52","0.02","755305","10631","3.13","0.03","306648","8000","21.5","1.5","22.5","1.4","56.0","1.9","1163647","8530","30.4","0.7","41.8","0.5","29.5","0.7","12.3","0.4","72.7","0.6","16.6","0.6","10.7","0.4","65.5","0.8","34.5","0.8","553179","10291","3.15","0.03","553179","10291","3.12","0.03","199570","6553","20.8","1.6","22.8","1.8","56.3","2.1","553179","10291","39.9","1.0","40.9","0.7","(X)","(X)","(X)","(X)","83.9","0.8","5.4","0.6","10.7","0.6","81.4","0.8","18.6","0.8","51650","3998","3.44","0.14","51650","3998","3.02","0.13","25678","2806","26.5","4.9","20.2","4.8","53.3","6.2","51650","3998","60.1","3.8","27.9","3.2","(X)","(X)","(X)","(X)","69.9","3.4","13.1","2.9","17.0","2.7","59.7","3.9","40.3","3.9","150476","6399","3.40","0.08","150476","6399","3.19","0.07","81400","5105","21.6","3.0","22.3","2.8","56.2","3.4","150476","6399","65.5","2.5","29.6","2.2","(X)","(X)","(X)","(X)","66.4","2.2","22.9","2.0","10.7","1.3","45.3","2.4","54.7","2.4","408342","8921","1.22","0.02","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","408342","8921","0.7","0.2","49.2","1.3","84.0","1.1","35.2","1.1","60.3","1.4","29.8","1.3","9.9","0.8","52.0","1.5","48.0","1.5"
"0400000US06","California","13157873","23844","2.94","0.01","8972643","25821","3.53","0.01","3807571","27896","20.1","0.3","20.0","0.4","59.8","0.4","13157873","23844","33.1","0.2","41.0","0.2","24.1","0.2","10.0","0.1","64.7","0.2","31.6","0.2","3.7","0.1","54.9","0.2","45.1","0.2","6490186","27294","3.62","0.01","6490186","27294","3.56","0.01","2713223","25066","21.4","0.4","20.5","0.4","58.1","0.5","6490186","27294","45.6","0.3","40.0","0.3","(X)","(X)","(X)","(X)","78.1","0.3","19.0","0.3","2.9","0.1","68.0","0.3","32.0","0.3","795365","14454","3.77","0.04","795365","14454","3.33","0.03","319279","9995","20.0","1.3","18.2","1.2","61.8","1.5","795365","14454","50.9","1.1","36.4","1.0","(X)","(X)","(X)","(X)","65.1","1.0","31.1","0.8","3.9","0.3","45.6","1.0","54.4","1.0","1687092","22246","3.78","0.03","1687092","22246","3.50","0.02","775069","16150","15.8","0.7","19.1","0.9","65.1","1.1","1687092","22246","57.0","0.7","36.1","0.6","(X)","(X)","(X)","(X)","59.5","0.7","36.6","0.7","3.9","0.3","41.0","0.6","59.0","0.6","4185230","24707","1.40","0.01","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","4185230","24707","0.9","0.1","45.4","0.4","75.7","0.4","31.4","0.3","45.9","0.3","49.3","0.3","4.8","0.2","41.8","0.4","58.2","0.4"
